起点ID,起点类型,关系名称,终点ID,终点类型,示例
62136d8a3912f94a,作者实体,活跃于,2b45004ffdb9e977,朝代实体,史青 → 活跃于 → 唐代
3a8c1eb9b44c3a1f,作者实体,活跃于,894d547a09e3f90f,朝代实体,文徵明 → 活跃于 → 明代
0833dcbc45d0d960,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,姜夔 → 活跃于 → 宋代
b4b204608fd9bf9b,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,毛滂 → 活跃于 → 宋代
4d1d99506251e3b3,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,赵鼎 → 活跃于 → 宋代
168dba0b9d2bff31,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,刘辰翁 → 活跃于 → 宋代
17d9f1b8cc90293e,作者实体,活跃于,2b45004ffdb9e977,朝代实体,韩翃 → 活跃于 → 唐代
e147c9302aa5de18,作者实体,活跃于,2b45004ffdb9e977,朝代实体,韩偓 → 活跃于 → 唐代
0279ae566843e9b2,作者实体,活跃于,2b45004ffdb9e977,朝代实体,孟云卿 → 活跃于 → 唐代
6f93ae6a8247ca20,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,杨徽之 → 活跃于 → 宋代
01f970451110038c,作者实体,活跃于,2b45004ffdb9e977,朝代实体,云表 → 活跃于 → 唐代
c644e82b283f8cc5,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,仲殊 → 活跃于 → 宋代
62a07402de2b27f6,作者实体,活跃于,2b45004ffdb9e977,朝代实体,沈佺期 → 活跃于 → 唐代
6d1b305326c5824e,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,王禹偁 → 活跃于 → 宋代
1d428e457ce43cb6,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,高翥 → 活跃于 → 宋代
271fbf0c557b5f27,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,吴惟信 → 活跃于 → 宋代
1e4c4f0caf858147,作者实体,活跃于,894d547a09e3f90f,朝代实体,高启 → 活跃于 → 明代
337d0a2d518f689f,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,张炎 → 活跃于 → 宋代
917520028277a7a3,作者实体,活跃于,894d547a09e3f90f,朝代实体,屈大均 → 活跃于 → 明代
ed4a954dd16b9bab,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,程颢 → 活跃于 → 宋代
7cc9b0e7ae27fa33,作者实体,活跃于,7c9b0bd88bc951f0,朝代实体,顾太清 → 活跃于 → 清代
1a930035e43a047d,作者实体,活跃于,2b45004ffdb9e977,朝代实体,殷尧藩 → 活跃于 → 唐代
3e308bb2dddf92b1,作者实体,活跃于,2b45004ffdb9e977,朝代实体,文秀 → 活跃于 → 唐代
ef372ee66e7c1c75,作者实体,活跃于,77d92920cd7e0455,朝代实体,舒頔 → 活跃于 → 元代
e54848c25952ac74,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,黄裳 → 活跃于 → 宋代
06affb1f82340f54,作者实体,活跃于,77d92920cd7e0455,朝代实体,贝琼 → 活跃于 → 元代
1964d7dd98b9d679,作者实体,活跃于,2b45004ffdb9e977,朝代实体,李隆基 → 活跃于 → 唐代
afa7df6a311f4a55,作者实体,活跃于,77d92920cd7e0455,朝代实体,卢挚 → 活跃于 → 元代
5de1a7a7008c0c9d,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,杨朴 → 活跃于 → 宋代
9387bd57a049e0c5,作者实体,活跃于,77d92920cd7e0455,朝代实体,张埜 → 活跃于 → 元代
5fae28128f966a23,作者实体,活跃于,7c9b0bd88bc951f0,朝代实体,德容 → 活跃于 → 清代
73e571c5bfa7e675,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,吕渭老 → 活跃于 → 宋代
2bcea276a8ecf2fa,作者实体,活跃于,894d547a09e3f90f,朝代实体,徐有贞 → 活跃于 → 明代
ebab5910990f2087,作者实体,活跃于,2b45004ffdb9e977,朝代实体,皮日休 → 活跃于 → 唐代
d9fbfb3397e90295,作者实体,活跃于,2b45004ffdb9e977,朝代实体,郭震 → 活跃于 → 唐代
d973a35cef08f1c4,作者实体,活跃于,8a1dda8fe4d6ad38,朝代实体,曹组 → 活跃于 → 宋代
